fx12	fx34	fy14	fy23	fz1	fz2	fz3	fz4	fx	fy	fz	mx	my	mz	msx	msy	ax	ay	tz
0.018	-0.018	0.028	-0.028	0.000	0.000	-0.003	0.000	-0.006	-0.019	-0.391	0.098	-0.088	0.002	0.099	-0.088	0.000	0.000	0.000
0.020	-0.017	0.027	-0.029	0.000	0.001	0.000	0.000	0.170	-0.117	0.127	0.051	0.018	-0.021	0.053	0.022	0.000	0.000	0.000
0.019	-0.019	0.028	-0.029	0.000	-0.001	-0.002	-0.001	0.013	-0.078	-0.435	0.063	-0.050	-0.042	0.064	-0.049	0.000	0.000	0.000
0.020	-0.019	0.027	-0.030	0.000	0.000	-0.002	0.000	0.052	-0.195	-0.305	0.051	-0.042	-0.036	0.055	-0.041	0.000	0.000	0.000
0.019	-0.019	0.027	-0.028	0.001	0.002	-0.002	-0.001	-0.006	-0.097	-0.089	0.229	0.026	-0.054	0.231	0.026	0.000	0.000	0.000
0.020	-0.018	0.028	-0.030	0.002	-0.001	-0.001	-0.001	0.091	-0.136	-0.132	0.122	-0.042	-0.015	0.125	-0.040	0.000	0.000	0.000
0.019	-0.019	0.028	-0.028	0.000	0.001	0.000	0.000	0.013	-0.039	0.041	0.075	0.018	-0.039	0.075	0.019	0.000	0.000	0.000
0.019	-0.018	0.028	-0.029	-0.001	0.000	-0.001	0.000	0.013	-0.058	-0.305	0.003	-0.012	-0.018	0.005	-0.012	0.000	0.000	0.000
0.019	-0.019	0.027	-0.029	0.001	0.000	-0.003	-0.001	0.013	-0.136	-0.348	0.182	-0.095	-0.039	0.185	-0.095	0.000	0.000	0.000
0.020	-0.017	0.028	-0.029	0.001	0.000	-0.001	0.000	0.150	-0.078	0.041	0.098	-0.057	-0.009	0.100	-0.054	0.000	0.000	0.000
0.020	-0.016	0.028	-0.029	0.001	0.000	-0.002	0.000	0.209	-0.078	-0.175	0.086	-0.065	0.007	0.088	-0.060	0.000	0.000	0.000
0.019	-0.017	0.028	-0.028	0.000	0.001	-0.002	0.000	0.150	0.000	-0.046	0.146	-0.042	-0.012	0.146	-0.039	0.000	0.000	0.000
0.020	-0.019	0.026	-0.029	-0.001	-0.001	0.000	0.000	0.072	-0.156	-0.262	-0.056	-0.004	-0.072	-0.053	-0.003	0.000	0.000	0.000
0.019	-0.018	0.028	-0.028	0.000	0.000	0.000	-0.001	0.091	-0.039	-0.219	0.027	0.018	-0.017	0.028	0.020	0.000	0.000	0.000
0.019	-0.017	0.027	-0.030	0.000	0.001	-0.002	0.000	0.091	-0.175	-0.089	0.063	-0.035	0.004	0.067	-0.033	0.000	0.000	0.000
0.019	-0.018	0.027	-0.029	0.000	-0.001	-0.002	0.001	0.052	-0.117	-0.305	0.051	-0.103	-0.017	0.053	-0.102	0.000	0.000	0.000
0.018	-0.018	0.028	-0.029	0.000	-0.001	-0.001	-0.001	-0.026	-0.058	-0.435	0.039	-0.050	0.004	0.040	-0.050	0.000	0.000	0.000
0.019	-0.018	0.028	-0.029	0.000	0.001	-0.002	-0.002	0.111	-0.097	-0.435	0.134	0.026	-0.005	0.136	0.028	0.000	0.000	0.000
0.018	-0.018	0.027	-0.029	0.000	-0.001	-0.001	-0.001	-0.006	-0.117	-0.564	0.027	-0.012	-0.001	0.030	-0.012	0.000	0.000	0.000
0.018	-0.017	0.026	-0.029	0.001	0.000	-0.001	-0.003	0.091	-0.214	-0.305	0.170	0.018	-0.006	0.174	0.020	0.000	0.000	0.000
0.020	-0.019	0.028	-0.029	-0.001	0.000	-0.001	-0.001	0.052	-0.078	-0.478	0.003	0.018	-0.064	0.005	0.019	0.000	0.000	0.000
0.018	-0.019	0.027	-0.029	-0.001	-0.001	-0.001	0.000	-0.084	-0.156	-0.391	-0.020	-0.042	-0.016	-0.017	-0.044	0.000	0.000	0.000
0.019	-0.018	0.028	-0.029	-0.001	0.000	0.000	-0.001	0.072	-0.039	-0.391	0.003	0.049	-0.009	0.004	0.050	0.000	0.000	0.000
0.019	-0.017	0.028	-0.029	-0.001	0.000	-0.002	0.000	0.111	-0.097	-0.305	0.027	-0.012	-0.001	0.029	-0.010	0.000	0.000	0.000
0.018	-0.017	0.029	-0.030	0.000	0.000	0.001	0.000	0.052	-0.058	0.170	-0.032	0.026	0.049	-0.031	0.027	0.000	0.000	0.000
0.018	-0.020	0.027	-0.031	0.000	0.000	0.000	0.001	-0.104	-0.273	-0.003	-0.032	-0.020	-0.011	-0.026	-0.022	0.000	0.000	0.000
0.017	-0.019	0.028	-0.029	0.000	0.000	-0.002	-0.002	-0.084	-0.078	-0.651	0.122	0.003	-0.005	0.124	0.001	0.000	0.000	0.000
0.019	-0.018	0.027	-0.030	0.000	-0.001	0.000	-0.001	0.052	-0.175	-0.262	0.039	-0.004	-0.018	0.043	-0.003	0.000	0.000	0.000
0.019	-0.019	0.027	-0.030	-0.001	0.001	-0.001	0.001	-0.045	-0.195	-0.089	-0.009	-0.004	-0.030	-0.004	-0.005	0.000	0.000	0.000
0.018	-0.018	0.028	-0.030	0.000	0.001	-0.002	0.000	0.033	-0.097	-0.348	0.110	-0.020	0.023	0.112	-0.019	0.000	0.000	0.000
0.018	-0.020	0.028	-0.029	0.001	0.000	-0.001	-0.001	-0.104	-0.058	-0.219	0.098	-0.042	-0.025	0.100	-0.044	0.000	0.000	0.000
0.018	-0.018	0.027	-0.029	0.000	0.000	-0.001	0.001	0.013	-0.117	-0.046	0.003	-0.042	-0.006	0.006	-0.042	0.000	0.000	0.000
0.017	-0.018	0.027	-0.029	0.001	0.000	-0.002	-0.001	-0.045	-0.156	-0.305	0.122	-0.027	0.010	0.126	-0.028	0.000	0.000	0.000
0.019	-0.020	0.028	-0.030	-0.001	0.000	0.000	0.000	-0.084	-0.117	-0.305	-0.020	0.018	-0.034	-0.018	0.016	0.000	0.000	0.000
0.019	-0.018	0.027	-0.029	-0.001	0.000	-0.001	0.000	0.072	-0.117	-0.262	0.015	0.011	-0.005	0.018	0.012	0.000	0.000	0.000
0.018	-0.017	0.027	-0.029	0.000	-0.001	0.000	0.000	0.072	-0.136	-0.175	-0.080	-0.035	0.013	-0.077	-0.033	0.000	0.000	0.000
0.017	-0.018	0.027	-0.029	0.000	0.000	0.000	-0.001	-0.065	-0.136	-0.175	0.039	0.011	0.001	0.042	0.009	0.000	0.000	0.000
0.020	-0.018	0.027	-0.029	-0.002	0.001	-0.001	0.000	0.130	-0.136	-0.348	-0.009	0.041	-0.024	-0.006	0.044	0.000	0.000	0.000
0.018	-0.019	0.028	-0.030	0.000	0.001	-0.001	0.000	-0.084	-0.136	0.084	0.086	0.011	-0.005	0.089	0.009	0.000	0.000	0.000
0.019	-0.020	0.027	-0.029	0.000	-0.001	-0.001	0.000	-0.045	-0.175	-0.305	0.003	-0.027	-0.051	0.007	-0.028	0.000	0.000	0.000
0.019	-0.018	0.026	-0.029	0.000	0.000	0.000	0.000	0.052	-0.195	-0.046	-0.020	0.018	-0.052	-0.016	0.019	0.000	0.000	0.000
0.020	-0.018	0.028	-0.029	0.000	0.000	-0.001	-0.001	0.130	-0.078	-0.348	0.063	-0.020	-0.007	0.064	-0.017	0.000	0.000	0.000
0.019	-0.018	0.028	-0.029	0.000	0.000	0.000	0.000	0.072	-0.058	-0.089	0.015	-0.004	-0.001	0.016	-0.003	0.000	0.000	0.000
0.020	-0.016	0.026	-0.028	0.000	0.000	0.000	0.000	0.228	-0.117	-0.046	0.027	0.003	-0.025	0.030	0.008	0.000	0.000	0.000
0.018	-0.018	0.027	-0.029	-0.002	-0.001	0.000	0.000	-0.006	-0.175	-0.391	-0.068	0.018	-0.008	-0.064	0.018	0.000	0.000	0.000
0.019	-0.018	0.028	-0.029	0.001	0.000	-0.001	-0.001	0.052	-0.097	-0.219	0.122	0.003	-0.018	0.124	0.004	0.000	0.000	0.000
0.020	-0.019	0.027	-0.029	-0.002	-0.001	-0.001	0.001	0.013	-0.156	-0.435	-0.104	-0.035	-0.053	-0.100	-0.034	0.000	0.000	0.000
0.019	-0.019	0.028	-0.029	0.001	0.000	-0.002	-0.001	-0.026	-0.039	-0.262	0.134	-0.050	-0.018	0.135	-0.050	0.000	0.000	0.000
0.019	-0.018	0.028	-0.030	-0.001	0.000	-0.001	0.000	0.072	-0.078	-0.262	0.015	-0.004	0.016	0.017	-0.003	0.000	0.000	0.000
0.020	-0.018	0.028	-0.030	0.000	0.001	-0.002	0.000	0.072	-0.175	-0.089	0.134	-0.020	-0.020	0.138	-0.018	0.000	0.000	0.000
0.019	-0.018	0.028	-0.029	-0.002	0.000	-0.002	0.000	0.072	-0.078	-0.435	-0.032	-0.004	-0.026	-0.031	-0.003	0.000	0.000	0.000
0.019	-0.020	0.028	-0.030	-0.001	0.001	-0.001	0.001	-0.045	-0.078	-0.003	-0.009	-0.004	-0.027	-0.007	-0.005	0.000	0.000	0.000
0.019	-0.018	0.027	-0.029	-0.001	0.000	-0.001	-0.001	0.013	-0.136	-0.478	0.075	0.033	-0.024	0.078	0.034	0.000	0.000	0.000
0.018	-0.018	0.027	-0.030	-0.001	-0.002	0.001	-0.001	0.013	-0.156	-0.435	-0.104	0.026	0.007	-0.100	0.026	0.000	0.000	0.000
0.019	-0.018	0.028	-0.031	-0.002	-0.002	-0.002	0.000	0.013	-0.214	-0.694	-0.056	-0.050	0.010	-0.051	-0.049	0.000	0.000	0.000
0.018	-0.017	0.025	-0.030	-0.001	0.001	-0.001	-0.001	0.052	-0.293	-0.305	0.051	0.033	0.001	0.057	0.035	0.000	0.000	0.000
0.017	-0.019	0.027	-0.029	0.000	0.000	-0.001	-0.001	-0.084	-0.117	-0.305	0.075	0.033	-0.005	0.077	0.032	0.000	0.000	0.000
0.019	-0.018	0.029	-0.030	-0.001	-0.002	-0.001	-0.001	0.052	-0.078	-0.694	-0.080	-0.020	0.006	-0.078	-0.018	0.000	0.000	0.000
0.019	-0.017	0.027	-0.029	0.000	0.002	-0.002	-0.001	0.111	-0.136	-0.175	0.182	0.026	-0.001	0.185	0.028	0.000	0.000	0.000
0.017	-0.019	0.027	-0.029	-0.001	0.000	-0.001	-0.001	-0.123	-0.117	-0.348	0.063	0.011	-0.005	0.065	0.008	0.000	0.000	0.000
0.020	-0.019	0.027	-0.030	0.000	0.000	-0.003	0.001	0.091	-0.175	-0.391	0.075	-0.103	-0.043	0.078	-0.101	0.000	0.000	0.000
0.020	-0.018	0.028	-0.029	-0.001	-0.001	0.001	-0.001	0.130	-0.039	-0.262	-0.056	0.026	-0.007	-0.055	0.029	0.000	0.000	0.000
0.021	-0.017	0.026	-0.031	0.000	-0.002	0.000	0.000	0.228	-0.332	-0.305	-0.068	-0.042	-0.027	-0.061	-0.037	0.000	0.000	0.000
0.019	-0.018	0.029	-0.029	-0.001	0.000	-0.002	0.000	0.013	0.000	-0.435	0.015	-0.035	0.006	0.015	-0.034	0.000	0.000	0.000
0.019	-0.018	0.028	-0.031	0.000	0.002	-0.001	-0.001	0.111	-0.195	-0.132	0.146	0.049	0.012	0.150	0.051	0.000	0.000	0.000
0.019	-0.016	0.028	-0.029	-0.001	0.000	0.000	0.000	0.150	-0.097	-0.003	-0.032	0.011	0.027	-0.030	0.014	0.000	0.000	0.000
0.018	-0.018	0.028	-0.028	-0.001	0.001	0.000	-0.002	-0.006	0.039	-0.219	0.122	0.094	-0.005	0.121	0.094	0.000	0.000	0.000
0.019	-0.018	0.028	-0.031	0.001	0.001	-0.001	0.000	0.072	-0.195	0.170	0.086	-0.020	0.016	0.091	-0.018	0.000	0.000	0.000
0.019	-0.019	0.028	-0.029	-0.001	0.001	-0.002	-0.001	-0.026	-0.058	-0.478	0.098	0.033	-0.032	0.100	0.033	0.000	0.000	0.000
0.018	-0.019	0.028	-0.028	0.000	0.001	-0.001	0.000	-0.065	0.039	-0.089	0.063	0.011	-0.021	0.062	0.009	0.000	0.000	0.000
0.017	-0.019	0.028	-0.029	0.001	0.000	0.001	0.000	-0.104	-0.097	0.213	-0.044	-0.012	0.011	-0.042	-0.014	0.000	0.000	0.000
0.019	-0.017	0.029	-0.030	0.001	0.000	0.000	0.000	0.130	-0.078	0.213	0.027	-0.012	0.045	0.029	-0.009	0.000	0.000	0.000
0.019	-0.018	0.028	-0.031	0.000	0.000	-0.001	0.000	0.052	-0.175	-0.219	0.075	-0.027	0.021	0.078	-0.026	0.000	0.000	0.000
0.018	-0.018	0.027	-0.030	-0.001	0.000	-0.001	0.000	-0.026	-0.214	-0.391	0.027	0.018	0.011	0.032	0.018	0.000	0.000	0.000
0.019	-0.018	0.028	-0.029	0.000	0.001	-0.001	-0.001	0.072	-0.078	-0.219	0.098	0.018	-0.019	0.100	0.020	0.000	0.000	0.000
0.019	-0.019	0.028	-0.028	-0.001	0.001	-0.002	-0.001	-0.006	-0.019	-0.391	0.075	0.018	-0.044	0.075	0.018	0.000	0.000	0.000
0.018	-0.018	0.028	-0.029	-0.001	-0.001	-0.002	-0.001	0.052	-0.097	-0.780	0.039	-0.050	0.004	0.041	-0.049	0.000	0.000	0.000
0.020	-0.018	0.028	-0.028	0.000	0.000	-0.001	-0.001	0.189	0.039	-0.391	0.075	-0.012	-0.037	0.074	-0.008	0.000	0.000	0.000
0.019	-0.018	0.027	-0.030	0.000	0.000	0.000	0.000	0.091	-0.175	-0.089	0.015	-0.020	-0.011	0.019	-0.017	0.000	0.000	0.000
0.019	-0.019	0.027	-0.030	-0.001	0.000	-0.002	0.001	0.013	-0.156	-0.262	-0.009	-0.035	-0.025	-0.005	-0.034	0.000	0.000	0.000
0.018	-0.018	0.028	-0.030	-0.001	0.000	-0.001	-0.001	0.033	-0.156	-0.391	0.075	0.018	0.020	0.078	0.019	0.000	0.000	0.000
0.019	-0.019	0.028	-0.029	0.000	0.002	0.001	0.000	-0.006	-0.078	0.343	0.039	0.056	-0.026	0.041	0.056	0.000	0.000	0.000
0.018	-0.019	0.029	-0.030	0.000	0.000	-0.002	0.001	-0.065	-0.058	-0.175	0.039	-0.050	-0.001	0.040	-0.051	0.000	0.000	0.000
0.019	-0.018	0.027	-0.029	-0.003	0.001	0.000	-0.001	0.072	-0.136	-0.435	0.015	0.117	-0.001	0.018	0.118	0.000	0.000	0.000
0.018	-0.018	0.028	-0.030	0.000	0.000	-0.001	0.001	-0.006	-0.136	-0.003	0.039	-0.050	0.016	0.042	-0.050	0.000	0.000	0.000
0.020	-0.018	0.028	-0.029	-0.002	0.000	-0.001	0.000	0.130	-0.097	-0.391	0.003	0.018	-0.011	0.005	0.021	0.000	0.000	0.000
0.018	-0.018	0.029	-0.030	0.000	-0.001	0.000	-0.001	-0.026	-0.078	-0.435	0.015	0.011	0.035	0.017	0.010	0.000	0.000	0.000
0.020	-0.019	0.027	-0.031	-0.001	0.001	-0.002	-0.001	0.091	-0.214	-0.348	0.086	0.026	-0.047	0.091	0.028	0.000	0.000	0.000
0.019	-0.018	0.028	-0.029	0.000	0.001	-0.001	0.000	0.052	-0.058	-0.089	0.086	0.011	-0.011	0.088	0.012	0.000	0.000	0.000
0.019	-0.019	0.028	-0.028	0.000	0.000	-0.002	0.000	-0.006	-0.019	-0.391	0.051	-0.027	-0.034	0.051	-0.027	0.000	0.000	0.000
0.019	-0.018	0.028	-0.030	-0.001	0.000	-0.002	-0.001	0.091	-0.078	-0.478	0.051	-0.012	0.010	0.053	-0.010	0.000	0.000	0.000
0.018	-0.019	0.028	-0.030	0.000	0.000	0.000	0.000	-0.065	-0.156	-0.046	0.051	0.003	-0.011	0.054	0.002	0.000	0.000	0.000
0.020	-0.018	0.028	-0.029	0.000	0.001	0.000	-0.001	0.091	-0.078	-0.089	0.063	0.026	-0.018	0.064	0.028	0.000	0.000	0.000
0.018	-0.016	0.028	-0.029	-0.002	-0.001	-0.001	0.000	0.111	-0.039	-0.607	-0.080	0.011	0.034	-0.079	0.013	0.000	0.000	0.000
0.018	-0.019	0.028	-0.029	0.001	-0.001	-0.001	-0.002	-0.045	-0.039	-0.478	0.098	-0.027	-0.009	0.099	-0.028	0.000	0.000	0.000
0.018	-0.018	0.028	-0.029	0.000	0.000	-0.001	0.000	-0.006	-0.039	-0.175	0.039	-0.035	0.002	0.040	-0.035	0.000	0.000	0.000
0.019	-0.019	0.029	-0.030	0.000	0.000	0.000	-0.002	0.033	-0.058	-0.391	0.075	0.049	-0.006	0.076	0.049	0.000	0.000	0.000
0.019	-0.018	0.027	-0.029	-0.001	0.000	-0.002	0.000	0.013	-0.117	-0.435	0.015	-0.035	-0.021	0.018	-0.034	0.000	0.000	0.000
0.019	-0.018	0.029	-0.030	-0.002	0.000	-0.001	0.000	0.052	-0.058	-0.435	-0.032	0.011	0.003	-0.031	0.012	0.000	0.000	0.000
0.019	-0.018	0.029	-0.029	0.000	0.001	0.000	0.000	0.111	0.039	-0.089	0.039	0.026	0.005	0.038	0.028	0.000	0.000	0.000
0.020	-0.017	0.027	-0.030	-0.001	-0.001	0.000	-0.001	0.189	-0.175	-0.435	-0.032	0.041	-0.005	-0.028	0.045	0.000	0.000	0.000
0.019	-0.017	0.028	-0.031	0.000	0.001	0.000	-0.001	0.091	-0.156	0.127	0.075	0.049	0.028	0.078	0.051	0.000	0.000	0.000
0.018	-0.016	0.027	-0.029	-0.001	0.000	0.000	0.000	0.130	-0.117	-0.219	-0.044	0.033	0.043	-0.042	0.036	0.000	0.000	0.000
0.020	-0.019	0.027	-0.029	0.000	-0.001	-0.002	-0.001	0.033	-0.097	-0.564	0.075	-0.027	-0.051	0.077	-0.026	0.000	0.000	0.000
0.020	-0.018	0.027	-0.029	0.000	0.001	-0.001	-0.001	0.072	-0.117	-0.175	0.134	0.041	-0.037	0.137	0.043	0.000	0.000	0.000
0.018	-0.018	0.027	-0.029	-0.001	0.000	-0.002	0.001	-0.006	-0.175	-0.175	-0.032	-0.050	-0.008	-0.028	-0.050	0.000	0.000	0.000
0.019	-0.019	0.028	-0.029	0.000	0.000	-0.001	-0.001	-0.026	-0.117	-0.348	0.086	-0.004	-0.025	0.089	-0.005	0.000	0.000	0.000
0.019	-0.016	0.027	-0.028	-0.001	0.001	-0.003	-0.001	0.170	-0.058	-0.651	0.146	0.003	-0.006	0.147	0.007	0.000	0.000	0.000
0.020	-0.018	0.028	-0.030	0.000	0.000	-0.001	-0.001	0.072	-0.156	-0.262	0.063	0.026	-0.023	0.066	0.027	0.000	0.000	0.000
0.020	-0.019	0.028	-0.030	0.000	0.001	-0.001	0.000	0.013	-0.078	0.041	0.075	0.003	-0.033	0.076	0.003	0.000	0.000	0.000
0.018	-0.018	0.027	-0.030	0.000	0.000	0.000	0.001	-0.006	-0.214	0.127	-0.044	-0.027	0.005	-0.039	-0.027	0.000	0.000	0.000
0.020	-0.017	0.028	-0.030	-0.001	-0.001	-0.001	0.000	0.170	-0.097	-0.391	0.003	-0.012	-0.004	0.005	-0.008	0.000	0.000	0.000
0.020	-0.019	0.028	-0.029	-0.001	-0.001	0.000	0.000	0.091	-0.117	-0.219	-0.044	0.018	-0.057	-0.042	0.020	0.000	0.000	0.000
0.019	-0.016	0.028	-0.030	-0.001	-0.001	-0.002	0.000	0.170	-0.097	-0.564	0.003	-0.012	0.028	0.005	-0.008	0.000	0.000	0.000
0.018	-0.019	0.028	-0.029	0.000	0.000	-0.002	-0.002	-0.065	-0.097	-0.564	0.122	0.003	-0.018	0.124	0.002	0.000	0.000	0.000
0.020	-0.019	0.029	-0.030	0.000	0.001	-0.002	0.000	0.111	-0.097	-0.219	0.075	-0.027	-0.028	0.077	-0.025	0.000	0.000	0.000
0.019	-0.018	0.027	-0.029	-0.001	-0.001	-0.001	-0.001	0.111	-0.136	-0.607	-0.009	-0.004	-0.012	-0.006	-0.002	0.000	0.000	0.000
0.019	-0.018	0.027	-0.029	-0.001	-0.002	-0.001	-0.001	0.052	-0.117	-0.564	-0.044	-0.012	-0.017	-0.042	-0.011	0.000	0.000	0.000
0.019	-0.019	0.029	-0.030	0.000	0.000	-0.001	0.000	-0.045	-0.039	-0.089	0.039	-0.035	-0.010	0.040	-0.036	0.000	0.000	0.000
0.019	-0.019	0.028	-0.027	0.000	-0.001	-0.001	0.000	-0.045	0.020	-0.305	0.027	-0.042	-0.054	0.027	-0.043	0.000	0.000	0.000
0.018	-0.018	0.028	-0.030	0.000	-0.001	-0.001	-0.001	0.052	-0.156	-0.391	0.075	-0.012	0.021	0.078	-0.011	0.000	0.000	0.000
0.020	-0.020	0.028	-0.029	0.000	0.000	0.000	-0.001	-0.006	-0.058	-0.262	0.015	0.011	-0.059	0.016	0.011	0.000	0.000	0.000
0.019	-0.018	0.028	-0.030	0.001	0.001	-0.002	0.000	0.052	-0.078	-0.046	0.193	-0.042	0.000	0.195	-0.041	0.000	0.000	0.000
0.020	-0.018	0.028	-0.029	0.000	0.000	-0.002	-0.001	0.150	-0.039	-0.478	0.098	-0.042	-0.030	0.099	-0.039	0.000	0.000	0.000
0.020	-0.019	0.028	-0.029	-0.001	-0.001	-0.002	0.000	0.052	-0.117	-0.564	0.003	-0.042	-0.046	0.006	-0.041	0.000	0.000	0.000
0.019	-0.019	0.028	-0.030	0.001	0.001	-0.001	-0.002	0.013	-0.097	-0.219	0.193	0.003	-0.015	0.196	0.003	0.000	0.000	0.000
0.020	-0.019	0.028	-0.031	0.000	0.001	-0.002	0.000	0.033	-0.156	-0.046	0.146	-0.027	-0.024	0.149	-0.026	0.000	0.000	0.000
0.019	-0.018	0.028	-0.030	-0.002	0.001	-0.001	0.000	0.052	-0.136	-0.305	0.027	0.033	0.000	0.030	0.035	0.000	0.000	0.000
0.020	-0.018	0.029	-0.029	0.002	-0.001	0.000	0.000	0.091	0.020	0.084	0.039	-0.065	-0.008	0.039	-0.063	0.000	0.000	0.000
0.020	-0.018	0.028	-0.027	-0.001	0.000	-0.001	-0.001	0.091	0.059	-0.391	0.051	0.033	-0.042	0.050	0.035	0.000	0.000	0.000
0.018	-0.018	0.027	-0.031	-0.001	0.000	0.000	0.000	0.033	-0.234	-0.219	-0.020	0.003	0.009	-0.015	0.004	0.000	0.000	0.000
0.019	-0.018	0.028	-0.030	0.000	0.001	0.000	-0.001	0.072	-0.078	0.041	0.098	0.049	0.005	0.100	0.050	0.000	0.000	0.000
0.020	-0.020	0.028	-0.030	0.000	0.000	-0.002	0.000	-0.006	-0.156	-0.305	0.075	-0.027	-0.045	0.078	-0.027	0.000	0.000	0.000
0.017	-0.018	0.028	-0.030	0.000	-0.001	0.000	-0.002	-0.084	-0.097	-0.435	0.063	0.026	0.030	0.065	0.024	0.000	0.000	0.000
0.020	-0.018	0.027	-0.030	-0.001	0.000	-0.001	-0.001	0.130	-0.175	-0.478	0.051	0.003	-0.011	0.055	0.006	0.000	0.000	0.000
0.017	-0.017	0.028	-0.029	0.001	0.000	0.000	0.000	0.033	-0.058	0.127	0.075	-0.012	0.038	0.076	-0.011	0.000	0.000	0.000
0.019	-0.019	0.027	-0.030	0.000	0.000	-0.002	0.000	0.013	-0.214	-0.348	0.086	-0.050	-0.021	0.091	-0.049	0.000	0.000	0.000
0.018	-0.019	0.027	-0.029	0.000	0.001	-0.001	0.000	-0.065	-0.136	0.041	0.075	0.018	-0.024	0.078	0.017	0.000	0.000	0.000
0.018	-0.019	0.027	-0.030	0.001	0.000	0.000	0.000	-0.045	-0.156	0.170	-0.009	-0.035	-0.009	-0.005	-0.036	0.000	0.000	0.000
0.018	-0.017	0.028	-0.030	0.000	0.002	-0.001	-0.003	0.072	-0.078	-0.219	0.217	0.094	0.026	0.219	0.095	0.000	0.000	0.000
0.019	-0.018	0.027	-0.029	0.000	-0.001	-0.002	-0.001	0.052	-0.117	-0.737	0.098	-0.042	-0.028	0.101	-0.041	0.000	0.000	0.000
0.019	-0.019	0.028	-0.029	-0.001	0.001	-0.002	0.000	0.033	-0.058	-0.262	0.086	-0.004	-0.027	0.088	-0.004	0.000	0.000	0.000
0.020	-0.019	0.027	-0.028	0.000	-0.002	-0.002	0.000	0.111	-0.039	-0.478	0.003	-0.103	-0.079	0.004	-0.100	0.000	0.000	0.000
0.019	-0.018	0.028	-0.028	0.000	0.000	-0.002	0.000	0.052	0.020	-0.262	0.039	-0.035	-0.007	0.039	-0.033	0.000	0.000	0.000
0.018	-0.018	0.028	-0.027	0.000	0.000	-0.001	-0.001	0.013	0.020	-0.219	0.098	-0.012	-0.006	0.098	-0.012	0.000	0.000	0.000
0.019	-0.019	0.028	-0.029	-0.001	-0.001	-0.001	0.000	-0.006	-0.117	-0.305	-0.020	-0.012	-0.030	-0.018	-0.012	0.000	0.000	0.000
0.019	-0.019	0.028	-0.029	0.000	0.000	-0.002	0.000	-0.006	-0.097	-0.391	0.051	-0.042	-0.038	0.053	-0.042	0.000	0.000	0.000
0.020	-0.018	0.028	-0.030	0.000	0.001	-0.002	0.000	0.170	-0.136	-0.219	0.122	-0.027	-0.021	0.125	-0.023	0.000	0.000	0.000
0.019	-0.018	0.028	-0.030	-0.001	-0.001	-0.001	0.000	0.072	-0.156	-0.521	-0.056	-0.020	0.016	-0.053	-0.018	0.000	0.000	0.000
0.019	-0.019	0.027	-0.030	-0.002	0.000	-0.002	0.000	-0.045	-0.195	-0.478	0.027	0.018	-0.023	0.031	0.017	0.000	0.000	0.000
0.018	-0.018	0.028	-0.030	0.001	-0.001	-0.001	-0.001	-0.026	-0.136	-0.305	0.051	-0.027	0.011	0.054	-0.028	0.000	0.000	0.000
0.019	-0.019	0.028	-0.030	-0.001	0.001	-0.001	-0.001	-0.006	-0.175	-0.219	0.051	0.033	-0.009	0.055	0.033	0.000	0.000	0.000
0.020	-0.018	0.028	-0.029	0.000	0.000	0.000	-0.001	0.111	-0.078	-0.132	0.051	0.049	-0.034	0.053	0.051	0.000	0.000	0.000
0.019	-0.020	0.027	-0.029	0.000	-0.002	-0.002	0.000	-0.045	-0.136	-0.564	0.027	-0.103	-0.044	0.030	-0.104	0.000	0.000	0.000
0.018	-0.016	0.027	-0.029	0.000	0.000	-0.001	-0.001	0.170	-0.097	-0.262	0.110	-0.004	0.029	0.112	-0.001	0.000	0.000	0.000
0.018	-0.018	0.027	-0.030	-0.001	0.000	-0.002	-0.001	-0.026	-0.195	-0.607	0.039	-0.004	-0.003	0.043	-0.005	0.000	0.000	0.000
0.020	-0.018	0.028	-0.029	-0.002	0.001	-0.002	-0.001	0.072	-0.039	-0.564	0.051	0.033	-0.030	0.052	0.035	0.000	0.000	0.000
0.018	-0.021	0.028	-0.028	-0.001	0.000	-0.002	0.000	-0.221	0.059	-0.348	0.063	-0.004	-0.067	0.061	-0.009	0.000	0.000	0.000
0.019	-0.018	0.029	-0.029	-0.002	0.001	-0.001	0.000	0.072	0.039	-0.305	0.027	0.033	-0.006	0.026	0.035	0.000	0.000	0.000
0.017	-0.018	0.026	-0.030	0.000	-0.001	-0.001	-0.001	-0.084	-0.214	-0.435	0.063	-0.020	0.013	0.067	-0.021	0.000	0.000	0.000
0.020	-0.019	0.028	-0.028	0.001	0.000	-0.002	0.000	0.072	-0.019	-0.262	0.110	-0.065	-0.058	0.111	-0.063	0.000	0.000	0.000
0.018	-0.018	0.028	-0.029	-0.001	0.000	-0.002	-0.001	0.013	-0.117	-0.564	0.027	0.003	0.018	0.030	0.003	0.000	0.000	0.000
0.019	-0.018	0.029	-0.029	0.000	0.000	-0.002	0.000	0.091	0.000	-0.219	0.051	-0.042	0.003	0.051	-0.040	0.000	0.000	0.000
0.020	-0.019	0.027	-0.029	0.000	-0.001	-0.002	0.000	0.052	-0.136	-0.435	0.039	-0.065	-0.074	0.042	-0.064	0.000	0.000	0.000
0.018	-0.019	0.028	-0.030	0.001	0.001	-0.001	0.000	-0.045	-0.136	0.084	0.110	-0.020	-0.016	0.113	-0.021	0.000	0.000	0.000
