fx12	fx34	fy14	fy23	fz1	fz2	fz3	fz4	fx	fy	fz	mx	my	mz	msx	msy	ax	ay	tz
0.011	-0.011	0.015	-0.016	-0.001	-0.001	-0.001	-0.003	-0.006	-0.058	-0.780	0.039	0.041	-0.037	0.040	0.041	0.000	0.000	0.000
0.011	-0.012	0.016	-0.016	0.000	0.000	-0.001	-0.002	-0.084	-0.019	-0.564	0.122	0.033	-0.045	0.123	0.032	0.000	0.000	0.000
0.010	-0.012	0.015	-0.016	-0.001	-0.001	0.000	-0.002	-0.104	-0.019	-0.564	-0.020	0.049	-0.036	-0.020	0.046	0.000	0.000	0.000
0.010	-0.012	0.016	-0.017	-0.001	0.001	0.001	-0.002	-0.104	-0.039	-0.175	0.086	0.117	-0.012	0.087	0.114	0.000	0.000	0.000
0.011	-0.014	0.016	-0.016	0.000	0.000	0.000	-0.002	-0.163	-0.039	-0.262	0.086	0.056	-0.074	0.087	0.053	0.000	0.000	0.000
0.011	-0.011	0.016	-0.016	-0.001	0.000	0.000	-0.003	-0.026	0.020	-0.564	0.075	0.094	-0.040	0.074	0.093	0.000	0.000	0.000
0.011	-0.013	0.014	-0.017	0.000	0.000	0.000	-0.001	-0.143	-0.136	-0.219	0.051	0.049	-0.079	0.054	0.045	0.000	0.000	0.000
0.010	-0.011	0.015	-0.015	0.001	0.001	-0.001	-0.001	-0.084	-0.019	-0.219	0.146	0.003	-0.037	0.146	0.001	0.000	0.000	0.000
0.011	-0.013	0.017	-0.016	0.001	0.000	-0.001	-0.003	-0.143	0.078	-0.305	0.170	0.018	-0.044	0.168	0.015	0.000	0.000	0.000
0.010	-0.012	0.016	-0.017	-0.001	-0.001	0.001	-0.001	-0.163	-0.039	-0.305	-0.068	0.049	-0.024	-0.067	0.045	0.000	0.000	0.000
0.010	-0.012	0.016	-0.016	-0.001	-0.001	0.001	-0.002	-0.163	0.020	-0.564	-0.044	0.064	-0.034	-0.045	0.060	0.000	0.000	0.000
0.011	-0.013	0.015	-0.015	0.000	0.000	0.001	-0.001	-0.123	0.000	-0.132	0.003	0.049	-0.088	0.003	0.046	0.000	0.000	0.000
0.011	-0.012	0.016	-0.015	-0.001	0.000	0.000	-0.002	-0.104	0.059	-0.478	0.051	0.049	-0.051	0.050	0.046	0.000	0.000	0.000
0.011	-0.010	0.015	-0.017	0.000	0.000	0.001	-0.002	0.033	-0.117	-0.219	0.027	0.094	-0.020	0.030	0.095	0.000	0.000	0.000
0.011	-0.011	0.016	-0.017	0.000	-0.001	-0.001	-0.002	-0.026	-0.097	-0.478	0.075	0.003	-0.015	0.077	0.003	0.000	0.000	0.000
0.010	-0.013	0.016	-0.016	0.001	0.000	0.000	-0.004	-0.202	0.000	-0.521	0.158	0.086	-0.052	0.158	0.082	0.000	0.000	0.000
0.010	-0.012	0.016	-0.015	0.000	0.000	0.000	-0.002	-0.104	0.039	-0.348	0.039	0.056	-0.043	0.038	0.054	0.000	0.000	0.000
0.010	-0.013	0.016	-0.015	0.000	0.000	0.000	-0.002	-0.163	0.059	-0.391	0.051	0.049	-0.045	0.050	0.045	0.000	0.000	0.000
0.010	-0.013	0.017	-0.015	0.001	0.000	0.000	-0.002	-0.143	0.078	-0.219	0.098	0.033	-0.047	0.097	0.030	0.000	0.000	0.000
0.012	-0.013	0.015	-0.015	0.000	0.000	0.001	-0.002	-0.084	0.020	-0.089	0.039	0.056	-0.098	0.039	0.054	0.000	0.000	0.000
0.011	-0.012	0.016	-0.015	0.001	-0.001	0.000	-0.003	-0.065	0.059	-0.391	0.098	0.033	-0.047	0.097	0.032	0.000	0.000	0.000
0.011	-0.013	0.016	-0.017	0.000	0.001	0.001	-0.002	-0.123	-0.058	-0.046	0.051	0.094	-0.042	0.052	0.091	0.000	0.000	0.000
0.011	-0.012	0.014	-0.018	0.000	0.000	0.000	-0.001	-0.104	-0.214	-0.175	0.063	0.011	-0.044	0.067	0.008	0.000	0.000	0.000
0.011	-0.013	0.015	-0.016	-0.001	0.000	0.002	-0.001	-0.123	-0.039	-0.089	-0.080	0.117	-0.077	-0.079	0.114	0.000	0.000	0.000
0.010	-0.011	0.016	-0.016	-0.001	-0.001	0.000	-0.001	-0.084	0.020	-0.348	-0.009	0.026	-0.017	-0.009	0.024	0.000	0.000	0.000
0.011	-0.014	0.015	-0.017	-0.001	0.000	-0.001	-0.001	-0.163	-0.097	-0.348	0.063	0.041	-0.088	0.065	0.037	0.000	0.000	0.000
0.010	-0.012	0.015	-0.017	-0.002	-0.001	0.000	-0.002	-0.104	-0.097	-0.651	-0.044	0.079	-0.029	-0.042	0.076	0.000	0.000	0.000
0.011	-0.013	0.015	-0.017	0.000	0.000	0.000	-0.001	-0.084	-0.097	-0.046	0.051	0.018	-0.060	0.053	0.016	0.000	0.000	0.000
0.011	-0.013	0.015	-0.016	0.000	0.000	-0.001	-0.003	-0.163	-0.039	-0.564	0.146	0.079	-0.070	0.147	0.075	0.000	0.000	0.000
0.009	-0.012	0.016	-0.015	0.001	-0.001	0.001	-0.002	-0.143	0.039	-0.132	0.075	0.033	-0.029	0.074	0.030	0.000	0.000	0.000
0.010	-0.012	0.016	-0.016	0.000	0.001	0.001	-0.002	-0.143	-0.019	-0.089	0.039	0.086	-0.022	0.039	0.083	0.000	0.000	0.000
0.011	-0.010	0.015	-0.016	0.000	-0.001	-0.001	0.000	0.072	-0.019	-0.478	0.003	-0.042	-0.031	0.004	-0.041	0.000	0.000	0.000
0.011	-0.010	0.015	-0.017	0.000	-0.001	-0.001	-0.002	0.052	-0.117	-0.521	0.086	0.011	-0.022	0.089	0.012	0.000	0.000	0.000
0.009	-0.012	0.014	-0.015	-0.001	0.001	0.000	-0.002	-0.202	-0.058	-0.391	0.075	0.079	-0.033	0.076	0.074	0.000	0.000	0.000
0.011	-0.013	0.016	-0.017	-0.001	0.000	-0.002	-0.001	-0.104	-0.039	-0.564	0.075	0.018	-0.062	0.075	0.016	0.000	0.000	0.000
0.010	-0.012	0.016	-0.017	0.001	-0.001	0.001	-0.002	-0.123	-0.058	-0.262	0.063	0.041	-0.021	0.064	0.038	0.000	0.000	0.000
0.010	-0.012	0.017	-0.015	-0.002	0.001	-0.001	-0.002	-0.143	0.098	-0.521	0.086	0.101	-0.022	0.084	0.098	0.000	0.000	0.000
0.009	-0.011	0.015	-0.016	0.000	0.000	-0.001	-0.001	-0.123	-0.078	-0.219	0.075	-0.012	-0.023	0.076	-0.015	0.000	0.000	0.000
0.009	-0.012	0.015	-0.016	0.000	-0.001	-0.001	-0.002	-0.143	-0.078	-0.564	0.075	-0.027	-0.022	0.076	-0.030	0.000	0.000	0.000
0.011	-0.011	0.017	-0.015	-0.001	-0.002	0.000	-0.003	0.013	0.078	-0.867	0.015	0.056	-0.026	0.013	0.056	0.000	0.000	0.000
0.008	-0.011	0.016	-0.016	-0.001	0.000	0.000	-0.003	-0.182	-0.019	-0.651	0.075	0.079	0.025	0.075	0.075	0.000	0.000	0.000
0.010	-0.012	0.017	-0.015	-0.001	0.000	-0.001	-0.002	-0.123	0.137	-0.564	0.098	0.064	-0.028	0.095	0.061	0.000	0.000	0.000
0.010	-0.011	0.015	-0.016	-0.002	0.000	0.001	-0.001	-0.104	-0.078	-0.305	-0.068	0.109	-0.022	-0.066	0.107	0.000	0.000	0.000
0.011	-0.011	0.015	-0.015	0.000	0.000	-0.001	-0.001	-0.026	0.000	-0.305	0.075	0.018	-0.039	0.075	0.018	0.000	0.000	0.000
0.009	-0.011	0.015	-0.016	-0.001	-0.001	0.001	-0.002	-0.104	-0.039	-0.435	-0.032	0.056	-0.011	-0.031	0.054	0.000	0.000	0.000
0.009	-0.012	0.016	-0.015	0.001	-0.002	-0.001	0.000	-0.143	0.078	-0.348	0.039	-0.080	-0.022	0.037	-0.083	0.000	0.000	0.000
0.011	-0.012	0.016	-0.017	0.001	0.000	0.001	-0.001	-0.084	-0.039	0.084	0.039	0.026	-0.028	0.040	0.024	0.000	0.000	0.000
0.010	-0.011	0.015	-0.016	-0.001	-0.002	-0.001	-0.002	-0.104	-0.039	-0.823	0.027	0.003	-0.022	0.028	0.001	0.000	0.000	0.000
0.012	-0.011	0.015	-0.017	-0.001	0.000	-0.001	-0.003	0.013	-0.117	-0.823	0.122	0.079	-0.047	0.125	0.079	0.000	0.000	0.000
0.011	-0.012	0.015	-0.016	0.000	0.001	0.000	-0.002	-0.084	-0.039	-0.262	0.110	0.056	-0.049	0.111	0.054	0.000	0.000	0.000
0.009	-0.011	0.015	-0.015	-0.003	0.000	0.001	-0.001	-0.123	-0.019	-0.651	-0.115	0.124	-0.005	-0.115	0.121	0.000	0.000	0.000
0.011	-0.012	0.016	-0.016	-0.001	-0.001	0.000	-0.002	-0.084	0.000	-0.607	0.015	0.056	-0.059	0.015	0.054	0.000	0.000	0.000
0.009	-0.012	0.015	-0.017	0.000	-0.001	0.000	0.000	-0.241	-0.136	-0.175	0.015	-0.020	-0.006	0.018	-0.025	0.000	0.000	0.000
0.011	-0.012	0.016	-0.018	0.000	-0.001	0.000	-0.002	-0.026	-0.136	-0.391	0.051	0.049	-0.016	0.054	0.048	0.000	0.000	0.000
0.010	-0.010	0.017	-0.017	-0.001	0.000	0.000	-0.001	-0.006	-0.019	-0.305	0.003	0.049	0.036	0.004	0.048	0.000	0.000	0.000
0.010	-0.011	0.014	-0.015	-0.001	0.001	0.001	-0.003	-0.065	-0.078	-0.132	0.051	0.154	-0.031	0.053	0.153	0.000	0.000	0.000
0.011	-0.012	0.015	-0.016	-0.001	0.000	-0.001	-0.002	-0.045	-0.039	-0.694	0.086	0.041	-0.049	0.087	0.040	0.000	0.000	0.000
0.010	-0.011	0.015	-0.016	-0.001	0.001	0.001	-0.003	-0.065	-0.058	-0.305	0.098	0.139	-0.029	0.100	0.138	0.000	0.000	0.000
0.012	-0.012	0.015	-0.016	0.000	0.001	0.001	-0.001	0.013	-0.039	0.213	0.051	0.079	-0.072	0.052	0.079	0.000	0.000	0.000
0.011	-0.013	0.016	-0.016	0.000	0.000	-0.002	-0.002	-0.123	0.000	-0.607	0.158	0.011	-0.063	0.158	0.008	0.000	0.000	0.000
0.009	-0.012	0.017	-0.017	-0.001	0.000	0.001	-0.001	-0.143	-0.019	-0.219	-0.020	0.064	0.002	-0.020	0.061	0.000	0.000	0.000
0.011	-0.012	0.016	-0.016	-0.002	0.000	-0.001	-0.003	-0.065	0.039	-0.737	0.075	0.079	-0.036	0.074	0.077	0.000	0.000	0.000
0.011	-0.013	0.017	-0.016	-0.001	0.000	0.001	-0.001	-0.143	0.039	-0.175	-0.032	0.071	-0.062	-0.033	0.068	0.000	0.000	0.000
0.011	-0.013	0.016	-0.016	0.000	0.000	0.001	-0.002	-0.123	-0.039	-0.046	0.003	0.094	-0.052	0.004	0.091	0.000	0.000	0.000
0.011	-0.012	0.016	-0.016	-0.001	-0.001	-0.002	-0.001	-0.026	-0.039	-0.737	0.027	0.003	-0.047	0.028	0.003	0.000	0.000	0.000
0.011	-0.011	0.015	-0.016	0.000	0.001	0.000	-0.002	-0.045	-0.039	-0.175	0.110	0.071	-0.038	0.111	0.070	0.000	0.000	0.000
0.010	-0.012	0.016	-0.016	0.000	0.001	0.000	-0.002	-0.104	0.000	-0.219	0.122	0.079	-0.026	0.122	0.076	0.000	0.000	0.000
0.011	-0.012	0.016	-0.017	-0.001	0.000	0.000	-0.003	-0.065	-0.019	-0.607	0.063	0.071	-0.026	0.063	0.070	0.000	0.000	0.000
0.010	-0.011	0.017	-0.015	-0.001	-0.001	0.000	-0.002	-0.045	0.098	-0.607	-0.009	0.056	-0.024	-0.011	0.055	0.000	0.000	0.000
0.010	-0.011	0.016	-0.017	0.000	0.000	0.000	-0.002	-0.065	-0.039	-0.305	0.075	0.064	-0.019	0.075	0.062	0.000	0.000	0.000
0.011	-0.011	0.015	-0.016	-0.001	0.000	0.000	-0.003	-0.026	-0.078	-0.521	0.063	0.101	-0.043	0.064	0.101	0.000	0.000	0.000
0.011	-0.011	0.015	-0.016	0.000	-0.001	0.001	-0.002	-0.006	-0.039	-0.391	0.003	0.049	-0.055	0.004	0.048	0.000	0.000	0.000
0.010	-0.013	0.017	-0.016	0.000	0.000	-0.002	-0.004	-0.202	0.039	-0.737	0.193	0.049	-0.035	0.193	0.044	0.000	0.000	0.000
0.010	-0.013	0.015	-0.016	0.000	0.001	0.001	-0.003	-0.202	-0.019	-0.175	0.110	0.132	-0.063	0.111	0.127	0.000	0.000	0.000
0.009	-0.013	0.016	-0.018	0.001	0.000	-0.001	-0.003	-0.221	-0.117	-0.478	0.193	0.033	-0.016	0.196	0.029	0.000	0.000	0.000
0.010	-0.012	0.016	-0.017	-0.001	0.000	0.000	-0.001	-0.123	-0.058	-0.391	0.027	0.049	-0.032	0.028	0.046	0.000	0.000	0.000
0.009	-0.013	0.017	-0.017	0.000	0.001	-0.001	-0.002	-0.221	-0.019	-0.348	0.134	0.056	-0.019	0.134	0.051	0.000	0.000	0.000
0.011	-0.012	0.017	-0.017	0.000	0.000	0.000	-0.001	-0.084	0.000	-0.348	0.039	0.026	-0.021	0.039	0.024	0.000	0.000	0.000
0.011	-0.012	0.015	-0.016	0.000	0.000	-0.002	-0.002	-0.084	-0.039	-0.607	0.110	-0.004	-0.059	0.111	-0.006	0.000	0.000	0.000
0.012	-0.013	0.015	-0.017	0.001	0.000	-0.001	-0.002	-0.065	-0.117	-0.348	0.134	0.011	-0.069	0.137	0.009	0.000	0.000	0.000
0.009	-0.011	0.018	-0.018	-0.002	0.000	-0.002	-0.002	-0.104	0.000	-0.823	0.098	0.018	0.030	0.098	0.016	0.000	0.000	0.000
0.011	-0.011	0.015	-0.016	0.000	0.001	0.000	-0.002	0.013	-0.039	-0.175	0.086	0.056	-0.032	0.087	0.056	0.000	0.000	0.000
0.011	-0.011	0.016	-0.016	-0.001	0.000	0.000	-0.003	0.013	0.000	-0.651	0.075	0.094	-0.026	0.075	0.094	0.000	0.000	0.000
0.010	-0.012	0.015	-0.017	-0.002	0.001	-0.002	-0.002	-0.084	-0.117	-0.780	0.134	0.041	-0.031	0.137	0.039	0.000	0.000	0.000
0.011	-0.011	0.016	-0.016	0.000	-0.001	0.000	-0.002	-0.006	-0.019	-0.391	0.027	0.049	-0.034	0.028	0.048	0.000	0.000	0.000
0.009	-0.012	0.015	-0.017	-0.001	0.001	0.000	-0.003	-0.182	-0.078	-0.435	0.110	0.101	-0.026	0.112	0.097	0.000	0.000	0.000
0.010	-0.013	0.016	-0.016	0.000	0.002	0.000	-0.001	-0.163	0.039	0.084	0.134	0.086	-0.042	0.133	0.083	0.000	0.000	0.000
0.012	-0.012	0.016	-0.017	-0.001	0.001	0.000	-0.002	-0.026	-0.039	-0.348	0.063	0.071	-0.051	0.064	0.071	0.000	0.000	0.000
0.010	-0.013	0.015	-0.018	-0.001	0.000	0.000	-0.003	-0.143	-0.156	-0.564	0.051	0.079	-0.040	0.054	0.076	0.000	0.000	0.000
0.011	-0.013	0.017	-0.018	-0.001	-0.002	0.000	-0.002	-0.123	-0.039	-0.694	-0.009	0.026	-0.036	-0.008	0.023	0.000	0.000	0.000
0.010	-0.013	0.016	-0.017	-0.002	0.001	-0.001	-0.002	-0.202	-0.078	-0.694	0.086	0.101	-0.039	0.088	0.097	0.000	0.000	0.000
0.011	-0.014	0.016	-0.016	-0.001	0.000	0.002	-0.003	-0.221	0.020	-0.219	0.003	0.139	-0.076	0.003	0.134	0.000	0.000	0.000
0.010	-0.011	0.016	-0.018	0.001	0.001	0.000	-0.001	-0.084	-0.117	0.170	0.134	0.056	-0.007	0.137	0.054	0.000	0.000	0.000
0.010	-0.011	0.015	-0.018	0.000	0.000	-0.001	-0.003	-0.084	-0.136	-0.607	0.158	0.041	0.001	0.161	0.039	0.000	0.000	0.000
0.012	-0.013	0.017	-0.017	-0.002	0.000	0.000	-0.003	-0.045	-0.039	-0.651	0.051	0.124	-0.064	0.052	0.123	0.000	0.000	0.000
0.011	-0.012	0.016	-0.017	-0.001	0.001	0.000	-0.002	-0.104	-0.058	-0.262	0.086	0.117	-0.037	0.088	0.114	0.000	0.000	0.000
0.009	-0.012	0.016	-0.016	-0.001	-0.001	-0.001	0.000	-0.163	0.020	-0.478	-0.020	0.003	-0.017	-0.021	0.000	0.000	0.000	0.000
0.009	-0.012	0.016	-0.015	-0.001	-0.002	-0.001	0.000	-0.182	0.039	-0.435	-0.104	-0.050	-0.032	-0.104	-0.054	0.000	0.000	0.000
0.009	-0.013	0.015	-0.017	-0.001	0.000	0.000	-0.002	-0.241	-0.078	-0.478	0.003	0.064	-0.031	0.005	0.058	0.000	0.000	0.000
0.010	-0.013	0.016	-0.017	0.000	0.000	0.001	-0.002	-0.163	-0.039	-0.219	0.027	0.064	-0.046	0.028	0.060	0.000	0.000	0.000
0.010	-0.012	0.016	-0.016	0.000	0.000	0.000	-0.001	-0.123	0.000	-0.262	0.039	0.041	-0.020	0.039	0.038	0.000	0.000	0.000
0.012	-0.012	0.016	-0.016	-0.001	0.000	0.000	-0.001	-0.045	0.020	-0.348	0.015	0.056	-0.067	0.015	0.055	0.000	0.000	0.000
0.010	-0.012	0.016	-0.017	0.000	-0.001	-0.001	-0.001	-0.123	-0.039	-0.435	0.039	0.011	-0.035	0.040	0.008	0.000	0.000	0.000
0.011	-0.014	0.016	-0.017	-0.002	0.000	0.001	-0.002	-0.182	-0.058	-0.435	0.015	0.117	-0.052	0.016	0.113	0.000	0.000	0.000
0.011	-0.012	0.015	-0.017	-0.001	0.001	0.001	-0.003	-0.084	-0.117	-0.175	0.110	0.132	-0.042	0.113	0.130	0.000	0.000	0.000
0.010	-0.013	0.016	-0.017	-0.001	-0.001	-0.001	-0.003	-0.221	-0.039	-0.823	0.051	0.064	-0.033	0.052	0.059	0.000	0.000	0.000
0.011	-0.011	0.015	-0.017	-0.002	0.000	0.000	-0.002	-0.006	-0.097	-0.651	-0.020	0.079	-0.038	-0.018	0.079	0.000	0.000	0.000
0.011	-0.010	0.016	-0.018	-0.001	0.001	0.001	-0.001	0.013	-0.117	-0.089	-0.032	0.086	-0.001	-0.030	0.087	0.000	0.000	0.000
0.009	-0.012	0.015	-0.017	0.000	0.001	0.001	-0.002	-0.202	-0.156	-0.175	0.063	0.101	-0.010	0.066	0.097	0.000	0.000	0.000
0.012	-0.011	0.015	-0.017	0.001	0.000	-0.001	-0.002	0.013	-0.117	-0.305	0.146	-0.012	-0.040	0.148	-0.012	0.000	0.000	0.000
0.011	-0.013	0.016	-0.017	0.000	0.001	0.001	-0.002	-0.123	-0.078	-0.046	0.051	0.079	-0.050	0.053	0.076	0.000	0.000	0.000
0.010	-0.012	0.015	-0.016	-0.001	-0.001	-0.001	-0.003	-0.143	-0.097	-0.780	0.063	0.041	-0.047	0.065	0.038	0.000	0.000	0.000
0.012	-0.012	0.017	-0.018	0.000	0.000	0.000	-0.001	-0.026	-0.117	-0.262	0.063	0.026	-0.034	0.065	0.025	0.000	0.000	0.000
0.011	-0.011	0.016	-0.017	-0.002	-0.001	-0.002	-0.002	-0.006	-0.019	-0.953	0.086	0.011	-0.032	0.087	0.011	0.000	0.000	0.000
0.012	-0.011	0.014	-0.016	0.001	0.000	0.000	0.000	0.072	-0.097	0.041	0.003	-0.012	-0.066	0.005	-0.010	0.000	0.000	0.000
0.010	-0.011	0.016	-0.017	-0.001	0.001	0.000	-0.002	-0.104	-0.039	-0.175	0.110	0.101	-0.008	0.111	0.099	0.000	0.000	0.000
0.011	-0.012	0.016	-0.016	-0.001	0.000	0.000	-0.003	-0.045	0.020	-0.564	0.075	0.094	-0.038	0.074	0.093	0.000	0.000	0.000
0.011	-0.013	0.016	-0.017	-0.001	-0.001	0.000	-0.002	-0.123	-0.058	-0.564	0.027	0.064	-0.042	0.028	0.061	0.000	0.000	0.000
0.010	-0.011	0.016	-0.017	-0.001	0.000	0.000	-0.001	-0.084	-0.039	-0.348	-0.009	0.071	-0.013	-0.008	0.069	0.000	0.000	0.000
0.009	-0.013	0.016	-0.015	0.000	-0.001	0.000	-0.003	-0.202	0.059	-0.564	0.027	0.049	-0.041	0.026	0.044	0.000	0.000	0.000
0.011	-0.011	0.017	-0.015	-0.002	0.000	-0.001	-0.003	-0.006	0.117	-0.823	0.098	0.109	-0.042	0.096	0.109	0.000	0.000	0.000
0.011	-0.012	0.017	-0.018	0.000	-0.001	-0.001	-0.003	-0.045	-0.058	-0.737	0.098	0.033	-0.029	0.100	0.032	0.000	0.000	0.000
0.010	-0.012	0.016	-0.017	0.000	0.000	0.000	-0.002	-0.123	-0.039	-0.391	0.098	0.033	-0.007	0.099	0.031	0.000	0.000	0.000
0.011	-0.013	0.016	-0.018	0.000	0.002	0.001	0.000	-0.143	-0.097	0.213	0.051	0.079	-0.034	0.053	0.076	0.000	0.000	0.000
0.011	-0.012	0.014	-0.015	-0.002	-0.001	0.001	-0.002	-0.065	-0.078	-0.564	-0.068	0.109	-0.074	-0.066	0.108	0.000	0.000	0.000
0.010	-0.013	0.017	-0.017	0.000	0.000	-0.001	-0.002	-0.221	0.020	-0.305	0.098	0.033	-0.030	0.098	0.029	0.000	0.000	0.000
0.011	-0.012	0.015	-0.017	0.000	-0.001	0.001	-0.003	-0.045	-0.097	-0.391	0.003	0.079	-0.056	0.005	0.078	0.000	0.000	0.000
0.011	-0.012	0.015	-0.017	-0.001	-0.001	0.000	-0.002	-0.104	-0.136	-0.694	0.015	0.056	-0.044	0.018	0.054	0.000	0.000	0.000
0.010	-0.013	0.016	-0.018	-0.002	-0.001	0.000	-0.002	-0.182	-0.097	-0.780	-0.009	0.071	-0.023	-0.006	0.067	0.000	0.000	0.000
0.011	-0.012	0.017	-0.018	0.000	0.000	0.001	-0.002	-0.065	-0.058	-0.132	0.027	0.064	-0.034	0.028	0.062	0.000	0.000	0.000
0.010	-0.011	0.016	-0.016	-0.001	-0.001	0.000	-0.004	-0.084	0.000	-0.780	0.086	0.086	-0.020	0.086	0.084	0.000	0.000	0.000
0.012	-0.013	0.016	-0.017	0.000	0.000	-0.001	-0.002	-0.084	-0.058	-0.478	0.098	0.049	-0.071	0.100	0.047	0.000	0.000	0.000
0.012	-0.012	0.015	-0.016	0.001	-0.001	0.001	-0.003	-0.026	-0.097	-0.305	0.098	0.049	-0.079	0.101	0.048	0.000	0.000	0.000
0.011	-0.011	0.016	-0.016	-0.002	0.001	0.000	-0.004	-0.006	0.020	-0.694	0.086	0.147	-0.045	0.086	0.147	0.000	0.000	0.000
0.010	-0.014	0.016	-0.018	-0.001	0.000	0.000	-0.004	-0.221	-0.097	-0.607	0.134	0.101	-0.041	0.136	0.097	0.000	0.000	0.000
0.012	-0.010	0.017	-0.016	-0.001	0.001	-0.001	-0.001	0.091	0.059	-0.262	0.063	0.026	-0.019	0.061	0.028	0.000	0.000	0.000
0.009	-0.012	0.015	-0.016	0.000	0.000	0.000	-0.001	-0.143	-0.039	-0.219	0.003	0.018	-0.022	0.004	0.015	0.000	0.000	0.000
0.011	-0.012	0.017	-0.018	-0.002	-0.001	0.000	-0.002	-0.104	-0.078	-0.521	-0.032	0.071	-0.013	-0.031	0.069	0.000	0.000	0.000
0.010	-0.012	0.016	-0.017	-0.001	0.002	0.002	-0.002	-0.084	-0.078	0.084	0.039	0.162	-0.017	0.041	0.160	0.000	0.000	0.000
0.011	-0.014	0.016	-0.017	-0.002	0.000	0.000	-0.002	-0.182	-0.078	-0.521	-0.009	0.086	-0.076	-0.007	0.082	0.000	0.000	0.000
0.010	-0.013	0.015	-0.017	-0.001	-0.001	0.001	-0.003	-0.182	-0.156	-0.478	0.027	0.094	-0.058	0.031	0.090	0.000	0.000	0.000
0.011	-0.013	0.018	-0.016	0.000	0.000	-0.001	-0.004	-0.123	0.078	-0.737	0.170	0.064	-0.053	0.168	0.061	0.000	0.000	0.000
0.011	-0.011	0.015	-0.016	-0.002	-0.001	0.002	-0.004	-0.026	-0.058	-0.521	-0.056	0.177	-0.047	-0.055	0.176	0.000	0.000	0.000
0.012	-0.013	0.016	-0.016	0.000	0.001	0.000	0.000	-0.045	0.039	0.084	0.063	0.041	-0.074	0.062	0.040	0.000	0.000	0.000
0.011	-0.011	0.016	-0.017	0.000	0.000	0.001	-0.002	0.033	-0.039	-0.132	0.075	0.079	-0.024	0.075	0.079	0.000	0.000	0.000
0.010	-0.012	0.017	-0.018	0.000	0.000	0.000	-0.002	-0.163	-0.058	-0.435	0.086	0.056	-0.007	0.088	0.053	0.000	0.000	0.000
0.011	-0.013	0.015	-0.017	-0.002	0.000	0.000	-0.003	-0.084	-0.117	-0.564	0.051	0.109	-0.070	0.053	0.107	0.000	0.000	0.000
0.009	-0.012	0.016	-0.016	-0.001	0.001	-0.002	-0.001	-0.202	0.020	-0.521	0.110	0.026	-0.024	0.110	0.021	0.000	0.000	0.000
0.012	-0.013	0.017	-0.016	-0.001	-0.001	0.001	-0.001	-0.084	0.059	-0.219	-0.068	0.079	-0.057	-0.069	0.077	0.000	0.000	0.000
0.012	-0.011	0.016	-0.016	-0.001	-0.001	0.001	-0.002	0.033	0.020	-0.478	-0.020	0.094	-0.049	-0.021	0.095	0.000	0.000	0.000
0.012	-0.012	0.015	-0.016	0.000	-0.001	0.000	-0.001	-0.045	-0.058	-0.219	0.027	0.003	-0.067	0.028	0.002	0.000	0.000	0.000
0.010	-0.013	0.017	-0.018	-0.002	0.000	0.001	-0.002	-0.182	-0.058	-0.521	-0.056	0.132	-0.034	-0.055	0.128	0.000	0.000	0.000
0.011	-0.012	0.016	-0.017	0.001	0.001	-0.001	0.000	-0.104	-0.058	-0.003	0.086	-0.004	-0.030	0.088	-0.007	0.000	0.000	0.000
0.011	-0.012	0.017	-0.017	-0.001	0.001	0.000	-0.002	-0.065	-0.019	-0.435	0.086	0.086	-0.041	0.087	0.085	0.000	0.000	0.000
0.010	-0.011	0.014	-0.016	-0.001	0.000	-0.002	-0.002	-0.065	-0.117	-0.564	0.122	0.018	-0.029	0.125	0.017	0.000	0.000	0.000
0.012	-0.013	0.017	-0.018	-0.001	-0.001	-0.001	-0.001	-0.104	-0.039	-0.564	0.027	-0.012	-0.052	0.028	-0.014	0.000	0.000	0.000
0.011	-0.013	0.016	-0.016	-0.002	-0.001	0.001	-0.002	-0.104	0.000	-0.607	-0.032	0.086	-0.051	-0.032	0.084	0.000	0.000	0.000
0.011	-0.012	0.016	-0.017	-0.001	0.000	0.000	-0.002	-0.084	-0.078	-0.348	0.015	0.056	-0.046	0.017	0.054	0.000	0.000	0.000
0.011	-0.011	0.016	-0.017	0.001	0.000	-0.001	-0.002	-0.006	-0.058	-0.305	0.122	-0.012	-0.014	0.123	-0.012	0.000	0.000	0.000
0.011	-0.014	0.016	-0.017	0.001	0.000	0.000	-0.003	-0.202	-0.058	-0.132	0.170	0.033	-0.074	0.171	0.029	0.000	0.000	0.000
0.011	-0.012	0.016	-0.017	-0.002	-0.001	0.001	-0.002	-0.104	-0.058	-0.521	-0.056	0.071	-0.030	-0.055	0.069	0.000	0.000	0.000
0.012	-0.012	0.017	-0.017	-0.001	0.000	-0.001	-0.002	-0.006	0.020	-0.564	0.075	0.064	-0.039	0.074	0.064	0.000	0.000	0.000
0.011	-0.013	0.016	-0.017	0.000	-0.001	0.001	-0.002	-0.143	-0.039	-0.391	0.003	0.049	-0.055	0.004	0.045	0.000	0.000	0.000
0.011	-0.012	0.016	-0.017	0.000	-0.001	0.000	-0.003	-0.084	-0.039	-0.607	0.063	0.041	-0.046	0.064	0.039	0.000	0.000	0.000
0.011	-0.012	0.016	-0.017	-0.001	0.001	0.000	-0.001	-0.026	-0.019	-0.175	0.063	0.086	-0.037	0.063	0.086	0.000	0.000	0.000
